h	c	b	a	f	g	e	d	class
9.0	0.095	0.295	0.365	0.0545	0.08	0.1075	0.25	I
6.0	0.095	0.275	0.345	0.0535	0.07	0.0755	0.1995	I
11.0	0.1	0.31	0.39	0.064	0.115	0.116	0.302	I
10.0	0.14	0.395	0.5	0.176	0.24	0.3165	0.7155	F
8.0	0.145	0.38	0.47	0.144	0.185	0.2385	0.5865	M
12.0	0.15	0.44	0.535	0.139	0.26	0.256	0.6765	M
11.0	0.15	0.455	0.585	0.2075	0.31	0.4355	0.987	M
9.0	0.12	0.365	0.485	0.131	0.175	0.27	0.5885	F
9.0	0.135	0.455	0.515	0.1625	0.235	0.295	0.7225	M
7.0	0.11	0.325	0.435	0.0985	0.155	0.178	0.4335	F
10.0	0.14	0.415	0.515	0.152	0.2	0.3115	0.6935	F
7.0	0.12	0.345	0.44	0.083	0.11	0.1655	0.365	I
12.0	0.15	0.44	0.525	0.1985	0.24	0.3685	0.8425	F
8.0	0.115	0.355	0.45	0.1045	0.15	0.2125	0.479	M
16.0	0.12	0.485	0.59	0.182	0.29	0.39	0.911	M
11.0	0.145	0.45	0.555	0.246	0.285	0.4	0.915	M
8.0	0.095	0.44	0.57	0.2215	0.235	0.3395	0.827	M
15.0	0.165	0.5	0.59	0.2425	0.34	0.4565	1.1045	M
14.0	0.12	0.475	0.585	0.2115	0.28	0.41	0.945	M
11.0	0.12	0.46	0.58	0.2385	0.28	0.4625	0.9935	F
12.0	0.12	0.44	0.545	0.1715	0.24	0.3475	0.8565	M
14.0	0.17	0.495	0.605	0.2465	0.39	0.528	1.2385	F
15.0	0.14	0.47	0.62	0.224	0.36	0.3605	1.0325	F
20.0	0.17	0.5	0.63	0.267	0.4	0.5595	1.3135	F
20.0	0.165	0.515	0.63	0.349	0.45	0.488	1.352	M
16.0	0.155	0.5	0.63	0.199	0.36	0.367	1.005	F
13.0	0.14	0.41	0.545	0.16	0.235	0.223	0.625	M
14.0	0.165	0.54	0.67	0.358	0.505	0.518	1.5015	F
11.0	0.12	0.38	0.49	0.139	0.155	0.2165	0.529	I
13.0	0.135	0.39	0.49	0.123	0.2	0.2465	0.5785	F
8.0	0.07	0.225	0.29	0.0235	0.035	0.036	0.101	I
6.0	0.07	0.2	0.26	0.02	0.03	0.037	0.092	I
13.0	0.175	0.45	0.58	0.203	0.32	0.425	1.068	M
18.0	0.165	0.485	0.61	0.2435	0.33	0.3935	1.0915	F
19.0	0.16	0.5	0.6	0.1735	0.33	0.3995	1.015	M
21.0	0.125	0.455	0.56	0.129	0.375	0.344	0.943	F
18.0	0.17	0.45	0.575	0.1705	0.385	0.3775	1.0475	F
18.0	0.175	0.45	0.57	0.1665	0.295	0.38	0.9555	F
20.0	0.155	0.47	0.6	0.196	0.325	0.4375	1.036	M
18.0	0.17	0.455	0.565	0.156	0.32	0.342	0.9065	M
22.0	0.14	0.42	0.545	0.13	0.255	0.2475	0.7505	M
13.0	0.1	0.345	0.44	0.0905	0.12	0.122	0.366	I
11.0	0.15	0.41	0.5	0.137	0.22	0.2815	0.662	M
7.0	0.095	0.275	0.36	0.0435	0.09	0.084	0.217	I
14.0	0.095	0.305	0.385	0.055	0.09	0.0915	0.252	I
9.0	0.09	0.3	0.39	0.0645	0.085	0.143	0.3055	M
13.0	0.165	0.415	0.5	0.138	0.25	0.249	0.6885	M
10.0	0.11	0.275	0.36	0.0525	0.085	0.095	0.2335	I
8.0	0.1	0.26	0.335	0.0585	0.07	0.0785	0.192	I
19.0	0.14	0.425	0.505	0.1625	0.285	0.275	0.85	F
10.0	0.1	0.295	0.395	0.0325	0.085	0.134	0.2715	I
10.0	0.105	0.325	0.41	0.077	0.12	0.159	0.3635	F
9.0	0.19	0.455	0.56	0.129	0.275	0.283	0.714	F
13.0	0.185	0.435	0.565	0.136	0.39	0.329	0.9815	M
16.0	0.185	0.455	0.565	0.1575	0.375	0.354	0.9265	M
12.0	0.175	0.5	0.605	0.232	0.375	0.4765	1.098	M
18.0	0.15	0.455	0.565	0.159	0.26	0.365	0.8205	F
16.0	0.215	0.565	0.725	0.4725	0.58	0.6975	1.891	M
16.0	0.16	0.535	0.675	0.3175	0.42	0.592	1.41	F
17.0	0.195	0.555	0.665	0.354	0.36	0.581	1.4385	F
11.0	0.155	0.49	0.565	0.2195	0.255	0.405	0.9245	F
14.0	0.175	0.55	0.645	0.3045	0.33	0.57	1.2915	F
11.0	0.14	0.47	0.575	0.1735	0.24	0.3485	0.8375	M
15.0	0.175	0.54	0.64	0.259	0.39	0.51	1.221	F
9.0	0.105	0.28	0.36	0.045	0.08	0.0695	0.199	I
10.0	0.11	0.31	0.415	0.057	0.0995	0.123	0.2965	I
11.0	0.135	0.41	0.525	0.1525	0.235	0.293	0.7085	F
11.0	0.1	0.285	0.38	0.061	0.075	0.115	0.2665	M
12.0	0.17	0.465	0.585	0.224	0.265	0.3865	0.9915	F
6.0	0.07	0.185	0.24	0.018	0.025	0.026	0.0715	I
5.0	0.055	0.165	0.22	0.012	0.02	0.0215	0.0545	I
6.0	0.07	0.195	0.255	0.02	0.025	0.0255	0.0735	I
5.0	0.05	0.125	0.175	0.0035	0.008	0.008	0.0235	I
12.0	0.19	0.55	0.67	0.3035	0.4	0.5425	1.3905	F
13.0	0.195	0.53	0.655	0.2735	0.41	0.567	1.388	M
17.0	0.21	0.55	0.68	0.305	0.625	0.5975	1.7445	F
21.0	0.2	0.555	0.675	0.2665	0.465	0.545	1.4385	M
9.0	0.135	0.44	0.53	0.1715	0.2185	0.313	0.7835	F
10.0	0.12	0.405	0.515	0.1405	0.177	0.2895	0.646	F
9.0	0.12	0.34	0.43	0.0645	0.1045	0.151	0.3575	I
11.0	0.12	0.405	0.52	0.1415	0.181	0.2645	0.627	F
10.0	0.16	0.415	0.545	0.1455	0.2765	0.272	0.7715	F
17.0	0.175	0.415	0.53	0.1395	0.2645	0.261	0.7395	M
9.0	0.115	0.35	0.465	0.091	0.1345	0.1565	0.421	F
17.0	0.175	0.54	0.665	0.254	0.415	0.4955	1.347	M
21.0	0.225	0.59	0.735	0.3405	0.58	0.637	1.756	M
16.0	0.185	0.545	0.66	0.2635	0.455	0.5305	1.32	M
29.0	0.185	0.585	0.7	0.3215	0.475	0.7055	1.8075	F
17.0	0.155	0.4	0.575	0.2445	0.3	0.3605	0.9325	M
15.0	0.125	0.465	0.57	0.1765	0.24	0.3785	0.849	M
19.0	0.15	0.46	0.58	0.212	0.26	0.429	0.9955	F
12.0	0.145	0.48	0.63	0.237	0.305	0.4235	1.0115	M
13.0	0.14	0.465	0.585	0.1615	0.315	0.381	0.908	F
11.0	0.13	0.45	0.55	0.2385	0.29	0.378	0.92	M
15.0	0.15	0.515	0.625	0.3065	0.36	0.5235	1.2415	F
11.0	0.135	0.42	0.54	0.1795	0.235	0.3485	0.8075	M
14.0	0.165	0.455	0.57	0.2195	0.285	0.44	1.0595	F
14.0	0.145	0.455	0.59	0.19	0.285	0.475	1.073	M
13.0	0.13	0.46	0.58	0.181	0.29	0.357	0.921	M
11.0	0.155	0.51	0.655	0.2855	0.41	0.5345	1.2895	F
15.0	0.175	0.53	0.655	0.2635	0.415	0.486	1.2635	M
17.0	0.195	0.5	0.625	0.2185	0.37	0.5875	1.369	M
15.0	0.15	0.5	0.625	0.2235	0.305	0.3445	0.953	F
12.0	0.175	0.52	0.64	0.2595	0.48	0.4245	1.248	F
19.0	0.165	0.485	0.605	0.209	0.3	0.435	1.0105	F
11.0	0.155	0.525	0.615	0.2315	0.345	0.427	1.0385	F
10.0	0.175	0.45	0.555	0.202	0.305	0.3275	0.874	M
12.0	0.18	0.44	0.58	0.1635	0.245	0.3665	0.854	F
23.0	0.225	0.52	0.62	0.27	0.395	0.378	1.1835	F
15.0	0.225	0.47	0.62	0.2145	0.36	0.378	1.115	F
13.0	0.19	0.505	0.6	0.256	0.36	0.4385	1.129	F
17.0	0.19	0.485	0.625	0.2305	0.42	0.4385	1.1745	F
15.0	0.175	0.47	0.6	0.247	0.315	0.4865	1.105	M
12.0	0.235	0.46	0.56	0.157	0.305	0.3325	0.8395	M
15.0	0.225	0.455	0.585	0.221	0.365	0.3815	1.055	M
11.0	0.18	0.435	0.56	0.204	0.25	0.36	0.889	M
16.0	0.155	0.445	0.56	0.209	0.275	0.3005	0.8735	I
10.0	0.185	0.53	0.68	0.245	0.34	0.439	1.1095	I
10.0	0.14	0.35	0.455	0.1265	0.135	0.221	0.5185	F
10.0	0.145	0.38	0.49	0.181	0.21	0.249	0.6725	F
6.0	0.085	0.22	0.31	0.0365	0.045	0.061	0.146	M
5.0	0.07	0.195	0.275	0.0215	0.025	0.031	0.08	F
6.0	0.08	0.195	0.27	0.0195	0.03	0.0385	0.1	M
9.0	0.115	0.29	0.4	0.0575	0.075	0.1115	0.2795	M
5.0	0.08	0.2	0.28	0.0215	0.03	0.033	0.0915	M
4.0	0.09	0.23	0.325	0.034	0.045	0.06	0.147	M
6.0	0.09	0.25	0.345	0.059	0.055	0.078	0.203	F
3.0	0.05	0.15	0.21	0.0085	0.01	0.0155	0.0385	M
5.0	0.09	0.27	0.36	0.0385	0.055	0.0845	0.1885	F
9.0	0.115	0.26	0.365	0.0445	0.07	0.0935	0.218	I
5.0	0.055	0.14	0.2	0.008	0.01	0.0145	0.035	M
4.0	0.06	0.16	0.235	0.0095	0.015	0.0265	0.0545	M
4.0	0.04	0.125	0.175	0.006	0.005	0.0095	0.024	M
3.0	0.04	0.11	0.155	0.003	0.005	0.0065	0.0155	M
14.0	0.155	0.445	0.57	0.159	0.235	0.282	0.733	F
12.0	0.16	0.45	0.57	0.255	0.26	0.3965	0.9715	F
9.0	0.095	0.3	0.385	0.059	0.085	0.0885	0.24	M
20.0	0.185	0.42	0.53	0.156	0.205	0.299	0.752	I
13.0	0.13	0.355	0.46	0.1055	0.13	0.192	0.458	F
12.0	0.12	0.37	0.47	0.1055	0.155	0.1845	0.4705	I
9.0	0.11	0.335	0.435	0.086	0.11	0.1695	0.38	F
10.0	0.14	0.37	0.47	0.1225	0.145	0.2095	0.4985	I
11.0	0.13	0.38	0.465	0.08	0.155	0.1895	0.454	I
11.0	0.14	0.405	0.52	0.145	0.179	0.2	0.5775	I
7.0	0.075	0.23	0.29	0.0255	0.04	0.043	0.1165	M
5.0	0.07	0.205	0.275	0.02	0.0325	0.0335	0.094	M
10.0	0.115	0.29	0.375	0.066	0.0885	0.093	0.2705	F
15.0	0.14	0.375	0.5	0.1415	0.179	0.242	0.604	F
11.0	0.115	0.355	0.44	0.0925	0.131	0.1585	0.415	F
15.0	0.115	0.325	0.42	0.057	0.1135	0.1	0.2885	M
8.0	0.115	0.35	0.445	0.0695	0.117	0.1565	0.3615	M
10.0	0.105	0.29	0.38	0.051	0.085	0.099	0.257	F
11.0	0.075	0.245	0.32	0.038	0.049	0.0585	0.1555	M
8.0	0.065	0.195	0.255	0.018	0.027	0.0315	0.08	M
7.0	0.045	0.155	0.205	0.0055	0.0155	0.017	0.0425	M
12.0	0.16	0.45	0.565	0.1555	0.23	0.3605	0.795	F
11.0	0.18	0.425	0.555	0.2005	0.255	0.3695	0.875	I
17.0	0.16	0.515	0.65	0.203	0.33	0.495	1.1625	I
13.0	0.155	0.49	0.615	0.195	0.345	0.4145	0.9885	I
12.0	0.165	0.44	0.56	0.1735	0.25	0.335	0.8	I
13.0	0.12	0.37	0.48	0.131	0.155	0.2075	0.514	I
9.0	0.125	0.39	0.485	0.141	0.12	0.287	0.591	I
10.0	0.15	0.385	0.5	0.1665	0.16	0.2605	0.6265	I
14.0	0.15	0.405	0.525	0.205	0.255	0.3075	0.795	I
12.0	0.165	0.5	0.66	0.298	0.37	0.4585	1.1905	F
13.0	0.17	0.53	0.66	0.2625	0.44	0.519	1.326	F
13.0	0.145	0.4	0.52	0.1055	0.22	0.267	0.66	I
8.0	0.105	0.34	0.44	0.0805	0.1175	0.148	0.364	F
13.0	0.12	0.4	0.515	0.179	0.17	0.2705	0.659	I
11.0	0.115	0.35	0.475	0.092	0.155	0.1715	0.452	F
11.0	0.15	0.415	0.545	0.163	0.2185	0.2795	0.7335	F
14.0	0.13	0.355	0.47	0.126	0.185	0.2005	0.5465	F
10.0	0.065	0.255	0.35	0.0385	0.06	0.0705	0.179	M
12.0	0.13	0.355	0.485	0.132	0.168	0.245	0.581	I
12.0	0.125	0.33	0.435	0.1055	0.096	0.1685	0.406	I
7.0	0.08	0.21	0.28	0.0265	0.0345	0.041	0.1085	M
11.0	0.115	0.32	0.41	0.1005	0.0985	0.165	0.387	F
16.0	0.14	0.35	0.45	0.109	0.1275	0.21	0.474	I
14.0	0.135	0.345	0.45	0.0875	0.1175	0.1975	0.443	I
20.0	0.155	0.455	0.59	0.2275	0.415	0.382	1.066	F
17.0	0.14	0.44	0.57	0.201	0.305	0.3785	0.9535	F
10.0	0.15	0.475	0.61	0.2	0.345	0.4145	0.9665	I
11.0	0.14	0.475	0.61	0.2355	0.35	0.5275	1.133	F
10.0	0.14	0.425	0.56	0.1975	0.26	0.4005	0.9175	I
10.0	0.175	0.435	0.585	0.2495	0.27	0.4055	0.982	F
11.0	0.15	0.445	0.58	0.209	0.255	0.383	0.8865	I
17.0	0.175	0.48	0.63	0.3035	0.515	0.5015	1.3675	F
11.0	0.175	0.49	0.625	0.247	0.365	0.5565	1.233	F
14.0	0.15	0.425	0.55	0.171	0.245	0.376	0.806	I
19.0	0.19	0.525	0.645	0.3435	0.435	0.6615	1.4635	F
13.0	0.14	0.355	0.46	0.133	0.115	0.216	0.4935	I
11.0	0.1	0.305	0.41	0.065	0.11	0.1735	0.363	F
11.0	0.125	0.39	0.495	0.162	0.2	0.284	0.6655	I
10.0	0.17	0.425	0.52	0.174	0.195	0.28	0.6805	I
13.0	0.145	0.41	0.55	0.1905	0.25	0.3095	0.8285	F
14.0	0.14	0.335	0.45	0.076	0.15	0.164	0.4625	M
13.0	0.12	0.31	0.405	0.058	0.095	0.138	0.3095	F
13.0	0.15	0.4	0.51	0.1675	0.235	0.2865	0.745	I
9.0	0.115	0.29	0.37	0.057	0.075	0.111	0.25	F
18.0	0.175	0.41	0.525	0.207	0.205	0.3585	0.874	I
19.0	0.18	0.52	0.66	0.2975	0.42	0.526	1.514	F
12.0	0.15	0.42	0.535	0.153	0.24	0.2575	0.6995	M
13.0	0.18	0.455	0.575	0.1825	0.3	0.3015	0.8525	I
9.0	0.14	0.43	0.55	0.186	0.225	0.2565	0.7135	F
13.0	0.14	0.47	0.605	0.201	0.32	0.3385	0.939	I
12.0	0.145	0.495	0.605	0.2255	0.36	0.369	1.054	I
16.0	0.195	0.445	0.56	0.2245	0.335	0.305	0.981	F
17.0	0.145	0.42	0.535	0.1965	0.25	0.398	0.926	I
10.0	0.11	0.315	0.385	0.0635	0.0835	0.1225	0.286	F
13.0	0.1	0.3	0.39	0.06	0.0865	0.1075	0.265	F
11.0	0.115	0.345	0.47	0.108	0.166	0.2005	0.4885	I
12.0	0.14	0.39	0.515	0.1135	0.2235	0.2	0.5555	I
13.0	0.125	0.345	0.425	0.0795	0.154	0.16	0.425	I
9.0	0.09	0.27	0.345	0.0455	0.059	0.078	0.195	M
10.0	0.13	0.37	0.485	0.113	0.136	0.181	0.458	I
10.0	0.1	0.285	0.37	0.0675	0.081	0.0675	0.228	M
12.0	0.09	0.265	0.35	0.042	0.068	0.0575	0.1775	M
12.0	0.17	0.345	0.44	0.0825	0.1515	0.15	0.4085	F
4.0	0.05	0.145	0.195	0.008	0.012	0.01	0.032	M
9.0	0.075	0.24	0.325	0.0355	0.06	0.0475	0.155	M
18.0	0.125	0.37	0.495	0.0705	0.169	0.185	0.4775	I
15.0	0.145	0.35	0.45	0.1	0.1655	0.2085	0.525	I
13.0	0.135	0.345	0.415	0.07	0.148	0.128	0.3865	M
12.0	0.14	0.355	0.47	0.095	0.152	0.1525	0.433	F
7.0	0.085	0.24	0.32	0.047	0.049	0.0655	0.17	M
9.0	0.075	0.225	0.31	0.0335	0.044	0.0455	0.1295	M
7.0	0.055	0.17	0.235	0.0105	0.0195	0.018	0.0515	M
10.0	0.08	0.255	0.345	0.0425	0.054	0.06	0.169	M
18.0	0.14	0.38	0.485	0.13	0.195	0.2175	0.673	I
12.0	0.115	0.385	0.5	0.138	0.195	0.2945	0.6785	F
17.0	0.105	0.385	0.5	0.1095	0.17	0.1795	0.498	F
15.0	0.105	0.36	0.465	0.116	0.14	0.214	0.498	I
12.0	0.16	0.405	0.525	0.1125	0.225	0.2655	0.658	F
10.0	0.095	0.335	0.425	0.061	0.125	0.1205	0.322	F
8.0	0.095	0.305	0.38	0.0525	0.09	0.1255	0.2815	F
21.0	0.145	0.415	0.53	0.185	0.265	0.3845	0.944	I
10.0	0.085	0.265	0.34	0.046	0.065	0.077	0.1835	M
9.0	0.115	0.365	0.475	0.1235	0.1335	0.223	0.49	I
7.0	0.12	0.34	0.43	0.095	0.1405	0.1555	0.391	F
10.0	0.125	0.365	0.46	0.0945	0.158	0.1895	0.467	M
9.0	0.13	0.36	0.47	0.1065	0.165	0.198	0.5225	I
9.0	0.1	0.295	0.36	0.0525	0.075	0.066	0.2105	M
8.0	0.09	0.265	0.355	0.041	0.063	0.05	0.168	M
7.0	0.1	0.235	0.38	0.054	0.08	0.1055	0.258	M
6.0	0.085	0.26	0.355	0.0485	0.055	0.081	0.1905	M
14.0	0.12	0.345	0.44	0.108	0.16	0.1965	0.487	I
13.0	0.13	0.4	0.51	0.1365	0.195	0.219	0.5735	F
7.0	0.085	0.24	0.325	0.038	0.05	0.0795	0.173	M
13.0	0.18	0.485	0.62	0.2655	0.39	0.4675	1.1785	I
19.0	0.16	0.45	0.59	0.156	0.315	0.358	0.9	F
7.0	0.095	0.255	0.33	0.045	0.06	0.0735	0.1875	M
9.0	0.13	0.34	0.45	0.0795	0.105	0.1605	0.3715	M
11.0	0.12	0.33	0.445	0.084	0.105	0.12	0.347	I
6.0	0.075	0.215	0.33	0.0265	0.035	0.045	0.1145	M
9.0	0.145	0.375	0.48	0.13	0.17	0.216	0.777	M
11.0	0.12	0.35	0.46	0.105	0.155	0.193	0.4885	I
9.0	0.125	0.36	0.475	0.081	0.14	0.1695	0.447	F
5.0	0.065	0.18	0.255	0.014	0.025	0.034	0.079	M
6.0	0.09	0.245	0.335	0.04	0.06	0.0595	0.1665	I
11.0	0.13	0.35	0.47	0.099	0.145	0.1845	0.466	I
7.0	0.08	0.225	0.31	0.024	0.05	0.054	0.1345	M
10.0	0.11	0.28	0.37	0.0465	0.075	0.0945	0.2305	F
7.0	0.075	0.215	0.295	0.0295	0.04	0.05	0.129	M
17.0	0.165	0.435	0.555	0.2315	0.295	0.336	0.97	F
16.0	0.17	0.515	0.615	0.2245	0.42	0.4305	1.14	F
18.0	0.195	0.49	0.58	0.254	0.41	0.5305	1.3165	I
11.0	0.185	0.475	0.585	0.1615	0.33	0.4145	0.9585	F
18.0	0.18	0.525	0.65	0.3445	0.53	0.597	1.626	I
11.0	0.17	0.45	0.535	0.1555	0.295	0.3055	0.781	I
10.0	0.13	0.34	0.415	0.0885	0.12	0.146	0.3675	F
12.0	0.105	0.305	0.38	0.0615	0.09	0.1045	0.281	F
19.0	0.12	0.355	0.45	0.0665	0.16	0.1145	0.412	I
10.0	0.095	0.295	0.395	0.054	0.08	0.078	0.2245	F
11.0	0.12	0.35	0.455	0.144	0.16	0.1815	0.4835	M
15.0	0.15	0.38	0.485	0.14	0.18	0.2155	0.605	F
13.0	0.155	0.425	0.55	0.243	0.335	0.2775	0.9175	M
13.0	0.145	0.35	0.45	0.123	0.175	0.1765	0.5425	F
14.0	0.145	0.385	0.475	0.108	0.215	0.235	0.6175	M
17.0	0.155	0.38	0.5	0.143	0.205	0.2405	0.655	F
19.0	0.165	0.41	0.53	0.169	0.24	0.24	0.8115	F
21.0	0.15	0.39	0.49	0.124	0.17	0.225	0.573	M
23.0	0.15	0.385	0.49	0.14	0.24	0.241	0.7865	F
22.0	0.18	0.395	0.52	0.11	0.245	0.158	0.64	F
12.0	0.145	0.415	0.54	0.168	0.245	0.2635	0.74	M
11.0	0.115	0.375	0.5	0.148	0.19	0.185	0.5945	F
23.0	0.165	0.38	0.45	0.1915	0.265	0.25	0.8165	F
8.0	0.1	0.275	0.37	0.026	0.08	0.093	0.2225	F
7.0	0.1	0.275	0.37	0.0465	0.07	0.0885	0.2295	I
10.0	0.14	0.37	0.485	0.1415	0.175	0.204	0.5725	M
7.0	0.115	0.325	0.435	0.094	0.12	0.154	0.3915	F
16.0	0.185	0.405	0.535	0.1725	0.29	0.3175	0.8345	M
10.0	0.14	0.4	0.51	0.1665	0.185	0.2455	0.6515	M
15.0	0.185	0.44	0.565	0.2325	0.255	0.344	0.909	M
13.0	0.15	0.4	0.535	0.2125	0.21	0.3345	0.8045	F
16.0	0.125	0.405	0.535	0.1425	0.345	0.26	0.927	F
11.0	0.17	0.4	0.525	0.2055	0.195	0.279	0.7305	M
11.0	0.15	0.44	0.59	0.2425	0.295	0.366	0.9555	M
10.0	0.15	0.375	0.5	0.145	0.19	0.2535	0.636	M
5.0	0.075	0.19	0.255	0.0205	0.025	0.0345	0.0865	I
11.0	0.115	0.325	0.43	0.1065	0.11	0.1475	0.3865	F
9.0	0.12	0.29	0.38	0.0655	0.085	0.1175	0.283	M
4.0	0.02	0.11	0.165	0.0025	0.005	0.0065	0.019	I
7.0	0.09	0.23	0.315	0.04	0.04	0.043	0.1285	I
4.0	0.05	0.105	0.155	0.0035	0.005	0.005	0.0175	I
5.0	0.1	0.205	0.28	0.0285	0.03	0.0545	0.1165	M
13.0	0.12	0.335	0.43	0.1145	0.14	0.155	0.444	F
16.0	0.105	0.315	0.395	0.091	0.1195	0.1185	0.3515	F
12.0	0.105	0.285	0.385	0.0685	0.0875	0.1215	0.2905	M
14.0	0.135	0.385	0.48	0.142	0.173	0.1895	0.536	F
9.0	0.105	0.33	0.445	0.103	0.123	0.18	0.4525	F
12.0	0.115	0.295	0.395	0.0595	0.1105	0.1205	0.316	M
9.0	0.125	0.3	0.4	0.09	0.1175	0.191	0.417	M
10.0	0.14	0.325	0.415	0.1015	0.144	0.1535	0.417	M
11.0	0.09	0.25	0.315	0.037	0.0795	0.0615	0.203	M
10.0	0.09	0.26	0.345	0.0435	0.0765	0.0775	0.207	F
10.0	0.13	0.295	0.36	0.057	0.1005	0.0895	0.2765	M
7.0	0.09	0.225	0.295	0.0245	0.032	0.0405	0.1105	I
7.0	0.08	0.25	0.325	0.0355	0.063	0.0595	0.176	I
11.0	0.1	0.3	0.375	0.0475	0.083	0.104	0.2465	M
7.0	0.055	0.205	0.28	0.0275	0.0335	0.045	0.1135	I
8.0	0.085	0.265	0.355	0.053	0.0695	0.069	0.201	M
9.0	0.08	0.255	0.35	0.0385	0.063	0.08	0.1915	M
7.0	0.065	0.2	0.275	0.0205	0.03	0.0475	0.1035	I
8.0	0.07	0.205	0.29	0.019	0.035	0.036	0.0975	I
6.0	0.06	0.19	0.25	0.0115	0.0245	0.036	0.0765	I
4.0	0.035	0.125	0.18	0.0055	0.0085	0.0095	0.0265	I
2.0	0.025	0.1	0.15	0.004	0.005	0.0045	0.015	I
3.0	0.025	0.11	0.16	0.0055	0.005	0.0065	0.018	I
13.0	0.16	0.455	0.555	0.228	0.293	0.3925	1.0575	M
15.0	0.15	0.44	0.555	0.212	0.4405	0.416	1.092	M
15.0	0.13	0.41	0.525	0.243	0.295	0.3865	0.99	M
11.0	0.08	0.36	0.465	0.125	0.155	0.191	0.488	M
17.0	0.11	0.36	0.49	0.107	0.195	0.161	0.5005	F
10.0	0.085	0.305	0.4	0.0705	0.1	0.108	0.297	M
12.0	0.105	0.375	0.48	0.1195	0.155	0.2185	0.525	F
13.0	0.125	0.4	0.505	0.159	0.255	0.2735	0.77	M
15.0	0.12	0.4	0.52	0.2015	0.165	0.261	0.6515	F
11.0	0.13	0.4	0.525	0.1825	0.275	0.2405	0.8295	M
13.0	0.13	0.42	0.545	0.1695	0.23	0.374	0.879	M
15.0	0.12	0.4	0.52	0.1805	0.265	0.298	0.823	M
13.0	0.13	0.38	0.505	0.1785	0.22	0.227	0.656	M
18.0	0.12	0.425	0.525	0.176	0.29	0.2825	0.8665	M
10.0	0.125	0.39	0.51	0.1835	0.175	0.262	0.6565	M
12.0	0.115	0.385	0.52	0.172	0.205	0.2385	0.669	M
12.0	0.125	0.405	0.52	0.1735	0.21	0.2415	0.6435	F
14.0	0.135	0.41	0.535	0.1525	0.32	0.2855	0.862	M
10.0	0.09	0.345	0.445	0.074	0.125	0.143	0.3795	M
14.0	0.205	0.44	0.53	0.2175	0.245	0.32	0.835	M
8.0	0.09	0.265	0.36	0.057	0.06	0.078	0.2065	F
14.0	0.15	0.42	0.535	0.186	0.215	0.2785	0.7365	F
17.0	0.14	0.405	0.52	0.183	0.26	0.2795	0.8175	F
20.0	0.13	0.415	0.53	0.1945	0.265	0.275	0.8425	M
17.0	0.13	0.42	0.53	0.226	0.265	0.34	1.001	F
17.0	0.2	0.52	0.66	0.4805	0.45	0.673	1.676	F
9.0	0.14	0.385	0.52	0.2035	0.16	0.2485	0.6595	M
14.0	0.13	0.42	0.535	0.181	0.28	0.301	0.8055	M
15.0	0.175	0.515	0.695	0.4105	0.39	0.578	1.5165	M
13.0	0.105	0.39	0.51	0.15	0.195	0.187	0.612	F
10.0	0.12	0.355	0.485	0.1615	0.14	0.215	0.547	M
13.0	0.17	0.46	0.605	0.3045	0.315	0.347	1.122	F
13.0	0.165	0.455	0.58	0.3005	0.275	0.369	1.1365	F
20.0	0.175	0.515	0.65	0.272	0.525	0.5295	1.4805	M
13.0	0.185	0.505	0.62	0.368	0.35	0.69	1.5275	M
20.0	0.155	0.525	0.615	0.236	0.37	0.367	1.1375	M
15.0	0.19	0.495	0.605	0.2655	0.41	0.469	1.437	F
13.0	0.155	0.44	0.57	0.2315	0.27	0.4775	1.116	M
15.0	0.12	0.43	0.57	0.167	0.31	0.348	1.0615	M
15.0	0.15	0.405	0.585	0.202	0.325	0.435	1.2565	M
16.0	0.155	0.44	0.55	0.1825	0.335	0.313	0.946	F
17.0	0.135	0.44	0.54	0.221	0.3	0.2385	0.959	F
14.0	0.19	0.51	0.64	0.361	0.47	0.6215	1.613	M
14.0	0.145	0.47	0.61	0.296	0.32	0.403	1.153	F
11.0	0.15	0.45	0.545	0.1905	0.3	0.3365	0.978	M
13.0	0.13	0.445	0.59	0.234	0.32	0.3825	1.1325	F
9.0	0.095	0.27	0.345	0.05	0.07	0.0665	0.197	M
11.0	0.155	0.43	0.55	0.227	0.233	0.289	0.785	F
17.0	0.17	0.425	0.53	0.2395	0.278	0.3485	0.949	F
11.0	0.165	0.455	0.53	0.2815	0.2965	0.3155	0.9805	F
8.0	0.14	0.375	0.485	0.123	0.17	0.2	0.521	I
8.0	0.115	0.275	0.385	0.0825	0.085	0.0975	0.2685	M
9.0	0.135	0.34	0.455	0.158	0.12	0.1675	0.462	M
10.0	0.14	0.38	0.49	0.167	0.185	0.245	0.7605	M
11.0	0.165	0.41	0.53	0.17	0.31	0.189	0.732	M
15.0	0.145	0.385	0.505	0.179	0.2	0.236	0.6775	M
13.0	0.14	0.38	0.49	0.142	0.195	0.2305	0.6385	M
15.0	0.14	0.35	0.465	0.1505	0.19	0.2015	0.5755	M
15.0	0.145	0.36	0.47	0.1375	0.195	0.1725	0.537	F
13.0	0.165	0.41	0.56	0.237	0.3	0.3505	0.93	M
12.0	0.15	0.385	0.505	0.152	0.215	0.246	0.6415	M
10.0	0.145	0.435	0.515	0.206	0.255	0.292	0.8815	M
6.0	0.125	0.28	0.385	0.038	0.085	0.102	0.244	I
5.0	0.06	0.155	0.215	0.0165	0.015	0.021	0.0525	I
